Pollutant,Time,Season,Tertile,Source,Value
BC,2009,Winter,Low,Commercial Cooking,1.341481963
BC,2009,Winter,Medium,Commercial Cooking,1.300372482
BC,2009,Winter,High,Commercial Cooking,1.54346829
BC,2009,Spring,Low,Commercial Cooking,1.157300178
BC,2009,Spring,Medium,Commercial Cooking,1.063906502
BC,2009,Spring,High,Commercial Cooking,1.448313074
BC,2009,Summer,Low,Commercial Cooking,1.402257808
BC,2009,Summer,Medium,Commercial Cooking,1.157891033
BC,2009,Summer,High,Commercial Cooking,1.639111252
BC,2009,Fall,Low,Commercial Cooking,1.323148588
BC,2009,Fall,Medium,Commercial Cooking,1.152426457
BC,2009,Fall,High,Commercial Cooking,1.592881591
BC,2009,Winter,Low,Industrial Areas,1.3468105
BC,2009,Winter,Medium,Industrial Areas,1.272377815
BC,2009,Winter,High,Industrial Areas,1.564078946
BC,2009,Spring,Low,Industrial Areas,1.104606664
BC,2009,Spring,Medium,Industrial Areas,1.07042186
BC,2009,Spring,High,Industrial Areas,1.489821545
BC,2009,Summer,Low,Industrial Areas,1.239450769
BC,2009,Summer,Medium,Industrial Areas,1.170985556
BC,2009,Summer,High,Industrial Areas,1.776605428
BC,2009,Fall,Low,Industrial Areas,1.277728284
BC,2009,Fall,Medium,Industrial Areas,1.154943699
BC,2009,Fall,High,Industrial Areas,1.627248546
BC,2009,Winter,Low,Traffic Density,1.291384164
BC,2009,Winter,Medium,Traffic Density,1.245549921
BC,2009,Winter,High,Traffic Density,1.646333176
BC,2009,Spring,Low,Traffic Density,1.002850132
BC,2009,Spring,Medium,Traffic Density,1.113393928
BC,2009,Spring,High,Traffic Density,1.548606009
BC,2009,Summer,Low,Traffic Density,1.152437245
BC,2009,Summer,Medium,Traffic Density,1.198391143
BC,2009,Summer,High,Traffic Density,1.836213366
BC,2009,Fall,Low,Traffic Density,1.161779592
BC,2009,Fall,Medium,Traffic Density,1.144910546
BC,2009,Fall,High,Traffic Density,1.753230392
BC,2010,Winter,Low,Commercial Cooking,1.172782015
BC,2010,Winter,Medium,Commercial Cooking,1.082708635
BC,2010,Winter,High,Commercial Cooking,1.432094181
BC,2010,Spring,Low,Commercial Cooking,1.322962489
BC,2010,Spring,Medium,Commercial Cooking,1.13637551
BC,2010,Spring,High,Commercial Cooking,1.565242596
BC,2010,Summer,Low,Commercial Cooking,1.426217398
BC,2010,Summer,Medium,Commercial Cooking,1.186779776
BC,2010,Summer,High,Commercial Cooking,1.554275144
BC,2010,Fall,Low,Commercial Cooking,1.145540832
BC,2010,Fall,Medium,Commercial Cooking,0.982869984
BC,2010,Fall,High,Commercial Cooking,1.38736475
BC,2010,Winter,Low,Industrial Areas,1.198508647
BC,2010,Winter,Medium,Industrial Areas,1.167127643
BC,2010,Winter,High,Industrial Areas,1.317444872
BC,2010,Spring,Low,Industrial Areas,1.231992567
BC,2010,Spring,Medium,Industrial Areas,1.155475981
BC,2010,Spring,High,Industrial Areas,1.627782699
BC,2010,Summer,Low,Industrial Areas,1.23290811
BC,2010,Summer,Medium,Industrial Areas,1.222305664
BC,2010,Summer,High,Industrial Areas,1.700086662
BC,2010,Fall,Low,Industrial Areas,1.075493331
BC,2010,Fall,Medium,Industrial Areas,1.032533915
BC,2010,Fall,High,Industrial Areas,1.399614777
BC,2010,Winter,Low,Traffic Density,1.052222622
BC,2010,Winter,Medium,Traffic Density,1.107066968
BC,2010,Winter,High,Traffic Density,1.523791571
BC,2010,Spring,Low,Traffic Density,1.125456653
BC,2010,Spring,Medium,Traffic Density,1.197414334
BC,2010,Spring,High,Traffic Density,1.69238026
BC,2010,Summer,Low,Traffic Density,1.174353242
BC,2010,Summer,Medium,Traffic Density,1.209962354
BC,2010,Summer,High,Traffic Density,1.770984842
BC,2010,Fall,Low,Traffic Density,0.977651481
BC,2010,Fall,Medium,Traffic Density,1.045656702
BC,2010,Fall,High,Traffic Density,1.48433384
BC,2011,Winter,Low,Commercial Cooking,1.397946619
BC,2011,Winter,Medium,Commercial Cooking,1.302146786
BC,2011,Winter,High,Commercial Cooking,1.53806672
BC,2011,Spring,Low,Commercial Cooking,1.05758385
BC,2011,Spring,Medium,Commercial Cooking,0.91161399
BC,2011,Spring,High,Commercial Cooking,1.320421433
BC,2011,Summer,Low,Commercial Cooking,1.35483969
BC,2011,Summer,Medium,Commercial Cooking,1.24264311
BC,2011,Summer,High,Commercial Cooking,1.596931212
BC,2011,Fall,Low,Commercial Cooking,1.366499891
BC,2011,Fall,Medium,Commercial Cooking,1.23205453
BC,2011,Fall,High,Commercial Cooking,1.583376721
BC,2011,Winter,Low,Industrial Areas,1.376681925
BC,2011,Winter,Medium,Industrial Areas,1.242621373
BC,2011,Winter,High,Industrial Areas,1.614066836
BC,2011,Spring,Low,Industrial Areas,1.013108672
BC,2011,Spring,Medium,Industrial Areas,0.935992556
BC,2011,Spring,High,Industrial Areas,1.333219551
BC,2011,Summer,Low,Industrial Areas,1.299795476
BC,2011,Summer,Medium,Industrial Areas,1.237650716
BC,2011,Summer,High,Industrial Areas,1.65135799
BC,2011,Fall,Low,Industrial Areas,1.268429623
BC,2011,Fall,Medium,Industrial Areas,1.288152323
BC,2011,Fall,High,Industrial Areas,1.618626928
BC,2011,Winter,Low,Traffic Density,1.239164702
BC,2011,Winter,Medium,Traffic Density,1.309431322
BC,2011,Winter,High,Traffic Density,1.684774109
BC,2011,Spring,Low,Traffic Density,0.846331888
BC,2011,Spring,Medium,Traffic Density,1.002797288
BC,2011,Spring,High,Traffic Density,1.433191604
BC,2011,Summer,Low,Traffic Density,1.202387364
BC,2011,Summer,Medium,Traffic Density,1.238638677
BC,2011,Summer,High,Traffic Density,1.747778142
BC,2011,Fall,Low,Traffic Density,1.174806348
BC,2011,Fall,Medium,Traffic Density,1.279279401
BC,2011,Fall,High,Traffic Density,1.721123125
BC,2012,Winter,Low,Commercial Cooking,1.111770833
BC,2012,Winter,Medium,Commercial Cooking,1.063596453
BC,2012,Winter,High,Commercial Cooking,1.325824832
BC,2012,Spring,Low,Commercial Cooking,1.017500689
BC,2012,Spring,Medium,Commercial Cooking,0.99241355
BC,2012,Spring,High,Commercial Cooking,1.327954028
BC,2012,Summer,Low,Commercial Cooking,1.122943709
BC,2012,Summer,Medium,Commercial Cooking,1.167805261
BC,2012,Summer,High,Commercial Cooking,1.504978729
BC,2012,Fall,Low,Commercial Cooking,1.235020167
BC,2012,Fall,Medium,Commercial Cooking,1.112842464
BC,2012,Fall,High,Commercial Cooking,1.408683965
BC,2012,Winter,Low,Industrial Areas,1.071993783
BC,2012,Winter,Medium,Industrial Areas,1.058931532
BC,2012,Winter,High,Industrial Areas,1.367858084
BC,2012,Spring,Low,Industrial Areas,0.999117353
BC,2012,Spring,Medium,Industrial Areas,0.988071595
BC,2012,Spring,High,Industrial Areas,1.349424962
BC,2012,Summer,Low,Industrial Areas,1.221378101
BC,2012,Summer,Medium,Industrial Areas,1.098872283
BC,2012,Summer,High,Industrial Areas,1.478427456
BC,2012,Fall,Low,Industrial Areas,1.174153728
BC,2012,Fall,Medium,Industrial Areas,1.073496121
BC,2012,Fall,High,Industrial Areas,1.502787863
BC,2012,Winter,Low,Traffic Density,1.00937671
BC,2012,Winter,Medium,Traffic Density,1.070315092
BC,2012,Winter,High,Traffic Density,1.419091597
BC,2012,Spring,Low,Traffic Density,0.898304554
BC,2012,Spring,Medium,Traffic Density,1.002579354
BC,2012,Spring,High,Traffic Density,1.435730002
BC,2012,Summer,Low,Traffic Density,1.043156951
BC,2012,Summer,Medium,Traffic Density,1.148720004
BC,2012,Summer,High,Traffic Density,1.617397412
BC,2012,Fall,Low,Traffic Density,1.08819063
BC,2012,Fall,Medium,Traffic Density,1.088780196
BC,2012,Fall,High,Traffic Density,1.573466885
BC,2013,Winter,Low,Commercial Cooking,1.141195392
BC,2013,Winter,Medium,Commercial Cooking,1.172492855
BC,2013,Winter,High,Commercial Cooking,1.554285819
BC,2013,Spring,Low,Commercial Cooking,0.89682313
BC,2013,Spring,Medium,Commercial Cooking,0.831354211
BC,2013,Spring,High,Commercial Cooking,1.204736991
BC,2013,Summer,Low,Commercial Cooking,1.2575095
BC,2013,Summer,Medium,Commercial Cooking,1.049510887
BC,2013,Summer,High,Commercial Cooking,1.505313463
BC,2013,Fall,Low,Commercial Cooking,1.125042676
BC,2013,Fall,Medium,Commercial Cooking,0.964320042
BC,2013,Fall,High,Commercial Cooking,1.427918074
BC,2013,Winter,Low,Industrial Areas,1.236524714
BC,2013,Winter,Medium,Industrial Areas,1.186807035
BC,2013,Winter,High,Industrial Areas,1.464736684
BC,2013,Spring,Low,Industrial Areas,0.910672235
BC,2013,Spring,Medium,Industrial Areas,0.837784618
BC,2013,Spring,High,Industrial Areas,1.181184034
BC,2013,Summer,Low,Industrial Areas,1.139529152
BC,2013,Summer,Medium,Industrial Areas,1.071566314
BC,2013,Summer,High,Industrial Areas,1.590838452
BC,2013,Fall,Low,Industrial Areas,1.013323863
BC,2013,Fall,Medium,Industrial Areas,0.953296874
BC,2013,Fall,High,Industrial Areas,1.487602151
BC,2013,Winter,Low,Traffic Density,1.059775491
BC,2013,Winter,Medium,Traffic Density,1.262150865
BC,2013,Winter,High,Traffic Density,1.540823747
BC,2013,Spring,Low,Traffic Density,0.735936293
BC,2013,Spring,Medium,Traffic Density,0.869935011
BC,2013,Spring,High,Traffic Density,1.323769582
BC,2013,Summer,Low,Traffic Density,1.021919399
BC,2013,Summer,Medium,Traffic Density,1.105538598
BC,2013,Summer,High,Traffic Density,1.674475921
BC,2013,Fall,Low,Traffic Density,0.943295518
BC,2013,Fall,Medium,Traffic Density,1.079112339
BC,2013,Fall,High,Traffic Density,1.517445502
BC,2014,Winter,Low,Commercial Cooking,1.190469382
BC,2014,Winter,Medium,Commercial Cooking,1.142640292
BC,2014,Winter,High,Commercial Cooking,1.477990637
BC,2014,Spring,Low,Commercial Cooking,1.008072379
BC,2014,Spring,Medium,Commercial Cooking,0.850647625
BC,2014,Spring,High,Commercial Cooking,1.218505632
BC,2014,Summer,Low,Commercial Cooking,1.120779349
BC,2014,Summer,Medium,Commercial Cooking,0.947677455
BC,2014,Summer,High,Commercial Cooking,1.432316363
BC,2014,Fall,Low,Commercial Cooking,1.005429906
BC,2014,Fall,Medium,Commercial Cooking,0.940742138
BC,2014,Fall,High,Commercial Cooking,1.26270175
BC,2014,Winter,Low,Industrial Areas,1.200431938
BC,2014,Winter,Medium,Industrial Areas,1.142136046
BC,2014,Winter,High,Industrial Areas,1.466140871
BC,2014,Spring,Low,Industrial Areas,0.92066483
BC,2014,Spring,Medium,Industrial Areas,0.900493193
BC,2014,Spring,High,Industrial Areas,1.249759046
BC,2014,Summer,Low,Industrial Areas,1.035106458
BC,2014,Summer,Medium,Industrial Areas,0.994055252
BC,2014,Summer,High,Industrial Areas,1.464568994
BC,2014,Fall,Low,Industrial Areas,0.965949054
BC,2014,Fall,Medium,Industrial Areas,0.958686441
BC,2014,Fall,High,Industrial Areas,1.281967182
BC,2014,Winter,Low,Traffic Density,1.080359382
BC,2014,Winter,Medium,Traffic Density,1.130534297
BC,2014,Winter,High,Traffic Density,1.597815177
BC,2014,Spring,Low,Traffic Density,0.790284638
BC,2014,Spring,Medium,Traffic Density,0.921774745
BC,2014,Spring,High,Traffic Density,1.36459972
BC,2014,Summer,Low,Traffic Density,0.918775392
BC,2014,Summer,Medium,Traffic Density,0.946941623
BC,2014,Summer,High,Traffic Density,1.636616041
BC,2014,Fall,Low,Traffic Density,0.869309463
BC,2014,Fall,Medium,Traffic Density,0.93283115
BC,2014,Fall,High,Traffic Density,1.410909163
BC,2015,Winter,Low,Commercial Cooking,0.922115019
BC,2015,Winter,Medium,Commercial Cooking,0.979864212
BC,2015,Winter,High,Commercial Cooking,1.223158406
BC,2015,Spring,Low,Commercial Cooking,0.962248948
BC,2015,Spring,Medium,Commercial Cooking,0.89502651
BC,2015,Spring,High,Commercial Cooking,1.321255782
BC,2015,Summer,Low,Commercial Cooking,1.04058839
BC,2015,Summer,Medium,Commercial Cooking,1.006973437
BC,2015,Summer,High,Commercial Cooking,1.328224411
BC,2015,Fall,Low,Commercial Cooking,1.067063259
BC,2015,Fall,Medium,Commercial Cooking,0.963831557
BC,2015,Fall,High,Commercial Cooking,1.287078495
BC,2015,Winter,Low,Industrial Areas,1.002681691
BC,2015,Winter,Medium,Industrial Areas,1.015843288
BC,2015,Winter,High,Industrial Areas,1.11632306
BC,2015,Spring,Low,Industrial Areas,0.963696984
BC,2015,Spring,Medium,Industrial Areas,0.911346461
BC,2015,Spring,High,Industrial Areas,1.300126673
BC,2015,Summer,Low,Industrial Areas,1.016893143
BC,2015,Summer,Medium,Industrial Areas,0.936732604
BC,2015,Summer,High,Industrial Areas,1.420479744
BC,2015,Fall,Low,Industrial Areas,0.972779148
BC,2015,Fall,Medium,Industrial Areas,0.949391624
BC,2015,Fall,High,Industrial Areas,1.390640954
BC,2015,Winter,Low,Traffic Density,0.894228926
BC,2015,Winter,Medium,Traffic Density,0.988466906
BC,2015,Winter,High,Traffic Density,1.2457594
BC,2015,Spring,Low,Traffic Density,0.823295022
BC,2015,Spring,Medium,Traffic Density,0.995865757
BC,2015,Spring,High,Traffic Density,1.356009339
BC,2015,Summer,Low,Traffic Density,0.87629484
BC,2015,Summer,Medium,Traffic Density,1.061824895
BC,2015,Summer,High,Traffic Density,1.435985755
BC,2015,Fall,Low,Traffic Density,0.899667277
BC,2015,Fall,Medium,Traffic Density,1.016029228
BC,2015,Fall,High,Traffic Density,1.397115221
BC,2016,Winter,Low,Commercial Cooking,1.018295482
BC,2016,Winter,Medium,Commercial Cooking,0.930054079
BC,2016,Winter,High,Commercial Cooking,1.200360482
BC,2016,Spring,Low,Commercial Cooking,0.938658919
BC,2016,Spring,Medium,Commercial Cooking,0.79981179
BC,2016,Spring,High,Commercial Cooking,1.141174158
BC,2016,Summer,Low,Commercial Cooking,1.069646354
BC,2016,Summer,Medium,Commercial Cooking,0.951402281
BC,2016,Summer,High,Commercial Cooking,1.243551807
BC,2016,Fall,Low,Commercial Cooking,1.012319867
BC,2016,Fall,Medium,Commercial Cooking,0.87822606
BC,2016,Fall,High,Commercial Cooking,1.240088977
BC,2016,Winter,Low,Industrial Areas,0.960142466
BC,2016,Winter,Medium,Industrial Areas,0.93394368
BC,2016,Winter,High,Industrial Areas,1.250211828
BC,2016,Spring,Low,Industrial Areas,0.900635007
BC,2016,Spring,Medium,Industrial Areas,0.864475507
BC,2016,Spring,High,Industrial Areas,1.107591996
BC,2016,Summer,Low,Industrial Areas,1.02358322
BC,2016,Summer,Medium,Industrial Areas,0.900586567
BC,2016,Summer,High,Industrial Areas,1.334518451
BC,2016,Fall,Low,Industrial Areas,0.921100071
BC,2016,Fall,Medium,Industrial Areas,0.880598674
BC,2016,Fall,High,Industrial Areas,1.322231468
BC,2016,Winter,Low,Traffic Density,0.901143162
BC,2016,Winter,Medium,Traffic Density,0.951693803
BC,2016,Winter,High,Traffic Density,1.291461009
BC,2016,Spring,Low,Traffic Density,0.779448029
BC,2016,Spring,Medium,Traffic Density,0.861322895
BC,2016,Spring,High,Traffic Density,1.231931587
BC,2016,Summer,Low,Traffic Density,0.884821335
BC,2016,Summer,Medium,Traffic Density,0.999234493
BC,2016,Summer,High,Traffic Density,1.374632411
BC,2016,Fall,Low,Traffic Density,0.885688523
BC,2016,Fall,Medium,Traffic Density,0.943146813
BC,2016,Fall,High,Traffic Density,1.295094877
BC,2017,Winter,Low,Commercial Cooking,0.919740773
BC,2017,Winter,Medium,Commercial Cooking,0.777014765
BC,2017,Winter,High,Commercial Cooking,0.999565137
BC,2017,Spring,Low,Commercial Cooking,0.782639875
BC,2017,Spring,Medium,Commercial Cooking,0.683904931
BC,2017,Spring,High,Commercial Cooking,0.963375704
BC,2017,Summer,Low,Commercial Cooking,1.153563312
BC,2017,Summer,Medium,Commercial Cooking,0.849897978
BC,2017,Summer,High,Commercial Cooking,1.25368036
BC,2017,Fall,Low,Commercial Cooking,0.909086118
BC,2017,Fall,Medium,Commercial Cooking,0.782929906
BC,2017,Fall,High,Commercial Cooking,1.281046228
BC,2017,Winter,Low,Industrial Areas,0.808615511
BC,2017,Winter,Medium,Industrial Areas,0.767490893
BC,2017,Winter,High,Industrial Areas,1.11307797
BC,2017,Spring,Low,Industrial Areas,0.735999197
BC,2017,Spring,Medium,Industrial Areas,0.689882719
BC,2017,Spring,High,Industrial Areas,0.999101847
BC,2017,Summer,Low,Industrial Areas,0.945333062
BC,2017,Summer,Medium,Industrial Areas,0.868929805
BC,2017,Summer,High,Industrial Areas,1.427695516
BC,2017,Fall,Low,Industrial Areas,0.869629798
BC,2017,Fall,Medium,Industrial Areas,0.899810257
BC,2017,Fall,High,Industrial Areas,1.197314387
BC,2017,Winter,Low,Traffic Density,0.754413439
BC,2017,Winter,Medium,Traffic Density,0.854278659
BC,2017,Winter,High,Traffic Density,1.080492276
BC,2017,Spring,Low,Traffic Density,0.656800875
BC,2017,Spring,Medium,Traffic Density,0.668117782
BC,2017,Spring,High,Traffic Density,1.100065105
BC,2017,Summer,Low,Traffic Density,0.894841741
BC,2017,Summer,Medium,Traffic Density,0.924947037
BC,2017,Summer,High,Traffic Density,1.422169605
BC,2017,Fall,Low,Traffic Density,0.797782491
BC,2017,Fall,Medium,Traffic Density,0.937281807
BC,2017,Fall,High,Traffic Density,1.231690143
BC,2018,Winter,Low,Commercial Cooking,0.884490168
BC,2018,Winter,Medium,Commercial Cooking,0.854608572
BC,2018,Winter,High,Commercial Cooking,1.078685497
BC,2018,Spring,Low,Commercial Cooking,1.030318184
BC,2018,Spring,Medium,Commercial Cooking,0.887043906
BC,2018,Spring,High,Commercial Cooking,1.251737477
BC,2018,Summer,Low,Commercial Cooking,0.759903992
BC,2018,Summer,Medium,Commercial Cooking,0.676871005
BC,2018,Summer,High,Commercial Cooking,0.883786413
BC,2018,Fall,Low,Commercial Cooking,1.093195875
BC,2018,Fall,Medium,Commercial Cooking,0.839799341
BC,2018,Fall,High,Commercial Cooking,1.183683217
BC,2018,Winter,Low,Industrial Areas,0.871060321
BC,2018,Winter,Medium,Industrial Areas,0.836499786
BC,2018,Winter,High,Industrial Areas,1.10873005
BC,2018,Spring,Low,Industrial Areas,0.89693271
BC,2018,Spring,Medium,Industrial Areas,0.902239347
BC,2018,Spring,High,Industrial Areas,1.362763797
BC,2018,Summer,Low,Industrial Areas,0.714519054
BC,2018,Summer,Medium,Industrial Areas,0.649039082
BC,2018,Summer,High,Industrial Areas,0.952851625
BC,2018,Fall,Low,Industrial Areas,0.943455444
BC,2018,Fall,Medium,Industrial Areas,0.855884191
BC,2018,Fall,High,Industrial Areas,1.304668972
BC,2018,Winter,Low,Traffic Density,0.817505576
BC,2018,Winter,Medium,Traffic Density,0.838267709
BC,2018,Winter,High,Traffic Density,1.160516872
BC,2018,Spring,Low,Traffic Density,0.860348945
BC,2018,Spring,Medium,Traffic Density,0.918357021
BC,2018,Spring,High,Traffic Density,1.383229888
BC,2018,Summer,Low,Traffic Density,0.655352773
BC,2018,Summer,Medium,Traffic Density,0.711139083
BC,2018,Summer,High,Traffic Density,0.949917905
BC,2018,Fall,Low,Traffic Density,0.854960559
BC,2018,Fall,Medium,Traffic Density,0.870013114
BC,2018,Fall,High,Traffic Density,1.379034933
BC,2019,Winter,Low,Commercial Cooking,0.738574177
BC,2019,Winter,Medium,Commercial Cooking,0.698403238
BC,2019,Winter,High,Commercial Cooking,0.98005181
BC,2019,Spring,Low,Commercial Cooking,0.807718393
BC,2019,Spring,Medium,Commercial Cooking,0.679357528
BC,2019,Spring,High,Commercial Cooking,1.008222618
BC,2019,Summer,Low,Commercial Cooking,0.679359744
BC,2019,Summer,Medium,Commercial Cooking,0.609612802
BC,2019,Summer,High,Commercial Cooking,0.834371497
BC,2019,Fall,Low,Commercial Cooking,0.904083826
BC,2019,Fall,Medium,Commercial Cooking,0.647684275
BC,2019,Fall,High,Commercial Cooking,0.944270708
BC,2019,Winter,Low,Industrial Areas,0.729719053
BC,2019,Winter,Medium,Industrial Areas,0.69400238
BC,2019,Winter,High,Industrial Areas,0.991299244
BC,2019,Spring,Low,Industrial Areas,0.721844118
BC,2019,Spring,Medium,Industrial Areas,0.680492056
BC,2019,Spring,High,Industrial Areas,1.086544322
BC,2019,Summer,Low,Industrial Areas,0.624030446
BC,2019,Summer,Medium,Industrial Areas,0.622974412
BC,2019,Summer,High,Industrial Areas,0.872851839
BC,2019,Fall,Low,Industrial Areas,0.784051778
BC,2019,Fall,Medium,Industrial Areas,0.680611683
BC,2019,Fall,High,Industrial Areas,1.018555371
BC,2019,Winter,Low,Traffic Density,0.649720378
BC,2019,Winter,Medium,Traffic Density,0.702841404
BC,2019,Winter,High,Traffic Density,1.062458895
BC,2019,Spring,Low,Traffic Density,0.65807442
BC,2019,Spring,Medium,Traffic Density,0.73439422
BC,2019,Spring,High,Traffic Density,1.096411856
BC,2019,Summer,Low,Traffic Density,0.600670694
BC,2019,Summer,Medium,Traffic Density,0.651870616
BC,2019,Summer,High,Traffic Density,0.867315386
BC,2019,Fall,Low,Traffic Density,0.669589709
BC,2019,Fall,Medium,Traffic Density,0.728321001
BC,2019,Fall,High,Traffic Density,1.085308121
BC,2020,Winter,Low,Commercial Cooking,0.85108904
BC,2020,Winter,Medium,Commercial Cooking,0.765241829
BC,2020,Winter,High,Commercial Cooking,0.991052971
BC,2020,Spring,Low,Commercial Cooking,0.498617751
BC,2020,Spring,Medium,Commercial Cooking,0.423040953
BC,2020,Spring,High,Commercial Cooking,0.606059009
BC,2020,Summer,Low,Commercial Cooking,0.844520346
BC,2020,Summer,Medium,Commercial Cooking,0.659294127
BC,2020,Summer,High,Commercial Cooking,0.910649118
BC,2020,Fall,Low,Commercial Cooking,0.789614314
BC,2020,Fall,Medium,Commercial Cooking,0.692570277
BC,2020,Fall,High,Commercial Cooking,0.878162637
BC,2020,Winter,Low,Industrial Areas,0.776620175
BC,2020,Winter,Medium,Industrial Areas,0.816220588
BC,2020,Winter,High,Industrial Areas,1.001509097
BC,2020,Spring,Low,Industrial Areas,0.455758329
BC,2020,Spring,Medium,Industrial Areas,0.466510229
BC,2020,Spring,High,Industrial Areas,0.601670316
BC,2020,Summer,Low,Industrial Areas,0.671308013
BC,2020,Summer,Medium,Industrial Areas,0.720492675
BC,2020,Summer,High,Industrial Areas,1.013401592
BC,2020,Fall,Low,Industrial Areas,0.688555568
BC,2020,Fall,Medium,Industrial Areas,0.724724667
BC,2020,Fall,High,Industrial Areas,0.941813321
BC,2020,Winter,Low,Traffic Density,0.753036812
BC,2020,Winter,Medium,Traffic Density,0.811179326
BC,2020,Winter,High,Traffic Density,1.029881659
BC,2020,Spring,Low,Traffic Density,0.439205203
BC,2020,Spring,Medium,Traffic Density,0.417593755
BC,2020,Spring,High,Traffic Density,0.667139915
BC,2020,Summer,Low,Traffic Density,0.666779506
BC,2020,Summer,Medium,Traffic Density,0.704177999
BC,2020,Summer,High,Traffic Density,1.034244775
BC,2020,Fall,Low,Traffic Density,0.703410645
BC,2020,Fall,Medium,Traffic Density,0.67235291
