Time,GeoTypeDesc,GeoID,GeoRank,Geography,Number,Percent,Note
2020,Citywide,1,0,New York City,"23,215",91.7,Through 3/31/2020
2020,Borough,1,1,Bronx,"2,008",89.2,Through 3/31/2021
2020,Borough,2,1,Brooklyn,"5,806",91.9,Through 3/31/2022
2020,Borough,3,1,Manhattan,"9,282",92.3,Through 3/31/2023
2020,Borough,4,1,Queens,"5,243",91.2,Through 3/31/2024
2020,Borough,5,1,Staten Island,850,92.6,Through 3/31/2025
2020,UHF 42,101,4,Kingsbridge - Riverdale,148,90.8,Through 3/31/2026
2020,UHF 42,102,4,Northeast Bronx,244,91.7,Through 3/31/2027
2020,UHF 42,103,4,Fordham - Bronx Pk,368,86.6,Through 3/31/2028
2020,UHF 42,104,4,Pelham - Throgs Neck,498,93.1,Through 3/31/2029
2020,UHF 42,105,4,Crotona -Tremont,215,87.4,Through 3/31/2030
2020,UHF 42,106,4,High Bridge - Morrisania,294,86.7,Through 3/31/2031
2020,UHF 42,107,4,Hunts Point - Mott Haven,241,87.3,Through 3/31/2032
2020,UHF 42,201,4,Greenpoint,513,90.3,Through 3/31/2033
2020,UHF 42,202,4,Downtown - Heights - Slope,"1,391",93.7,Through 3/31/2034
2020,UHF 42,203,4,Bedford Stuyvesant - Crown Heights,630,91.6,Through 3/31/2035
2020,UHF 42,204,4,East New York,221,91.7,Through 3/31/2036
2020,UHF 42,205,4,Sunset Park,454,90.3,Through 3/31/2037
2020,UHF 42,206,4,Borough Park,425,90.2,Through 3/31/2038
2020,UHF 42,207,4,East Flatbush - Flatbush,462,90.4,Through 3/31/2039
2020,UHF 42,208,4,Canarsie - Flatlands,268,93.4,Through 3/31/2040
2020,UHF 42,209,4,Bensonhurst - Bay Ridge,464,93.2,Through 3/31/2041
2020,UHF 42,210,4,Coney Island - Sheepshead Bay,490,91.8,Through 3/31/2042
2020,UHF 42,211,4,Williamsburg - Bushwick,488,91.9,Through 3/31/2043
2020,UHF 42,301,4,Washington Heights,439,86.4,Through 3/31/2044
2020,UHF 42,302,4,Central Harlem - Morningside Heights,314,89,Through 3/31/2045
2020,UHF 42,303,4,East Harlem,251,91.3,Through 3/31/2046
2020,UHF 42,304,4,Upper West Side,537,91.2,Through 3/31/2047
2020,UHF 42,305,4,Upper East Side,675,92.5,Through 3/31/2048
2020,UHF 42,306,4,Chelsea - Clinton,"2,640",94.2,Through 3/31/2049
2020,UHF 42,307,4,Gramercy Park - Murray Hill,"1,350",92.9,Through 3/31/2050
2020,UHF 42,308,4,Greenwich Village - SoHo,"1,190",92.9,Through 3/31/2051
2020,UHF 42,309,4,Union Square - Lower East Side,"1,271",90.2,Through 3/31/2052
2020,UHF 42,310,4,Lower Manhattan,615,94.2,Through 3/31/2053
2020,UHF 42,401,4,Long Island City - Astoria,908,92.4,Through 3/31/2054
2020,UHF 42,402,4,West Queens,"1,162",91.2,Through 3/31/2055
2020,UHF 42,403,4,Flushing - Clearview,786,88.3,Through 3/31/2056
2020,UHF 42,404,4,Bayside - Little Neck,230,93.9,Through 3/31/2057
2020,UHF 42,405,4,Ridgewood - Forest Hills,567,92.8,Through 3/31/2058
2020,UHF 42,406,4,Fresh Meadows,149,91.4,Through 3/31/2059
2020,UHF 42,407,4,Southwest Queens,466,88.1,Through 3/31/2060
2020,UHF 42,408,4,Jamaica,583,93.3,Through 3/31/2061
2020,UHF 42,409,4,Southeast Queens,237,90.8,Through 3/31/2062
2020,UHF 42,410,4,Rockaways,155,93.9,Through 3/31/2063
2020,UHF 42,501,4,Port Richmond,139,89.1,Through 3/31/2064
2020,UHF 42,502,4,Stapleton - St. George,225,91.8,Through 3/31/2065
2020,UHF 42,503,4,Willowbrook,170,92.4,Through 3/31/2066
2020,UHF 42,504,4,South Beach - Tottenville,316,94.9,Through 3/31/2067
2019,Citywide,1,0,New York City,"22,084",90.3,
2019,Borough,1,1,Bronx,"1,908",87.1,
2019,Borough,2,1,Brooklyn,"5,500",90.3,
2019,Borough,3,1,Manhattan,"8,828",90.9,
2019,Borough,4,1,Queens,"5,001",90.3,
2019,Borough,5,1,Staten Island,822,92.2,
2019,UHF 42,101,4,Kingsbridge - Riverdale,140,88.1,
2019,UHF 42,102,4,Northeast Bronx,236,91.1,
2019,UHF 42,103,4,Fordham - Bronx Pk,348,84.7,
2019,UHF 42,104,4,Pelham - Throgs Neck,476,91.2,
2019,UHF 42,105,4,Crotona -Tremont,203,84.9,
2019,UHF 42,106,4,High Bridge - Morrisania,276,83.6,
2019,UHF 42,107,4,Hunts Point - Mott Haven,229,84.8,
2019,UHF 42,201,4,Greenpoint,484,88.6,
2019,UHF 42,202,4,Downtown - Heights - Slope,"1,331",91.8,
2019,UHF 42,203,4,Bedford Stuyvesant - Crown Heights,597,89.8,
2019,UHF 42,204,4,East New York,212,90.6,
2019,UHF 42,205,4,Sunset Park,395,84.9,
2019,UHF 42,206,4,Borough Park,414,91.6,
2019,UHF 42,207,4,East Flatbush - Flatbush,437,89.4,
2019,UHF 42,208,4,Canarsie - Flatlands,257,91.5,
2019,UHF 42,209,4,Bensonhurst - Bay Ridge,448,92.8,
2019,UHF 42,210,4,Coney Island - Sheepshead Bay,474,91.7,
2019,UHF 42,211,4,Williamsburg - Bushwick,451,89,
2019,UHF 42,301,4,Washington Heights,408,84,
2019,UHF 42,302,4,Central Harlem - Morningside Heights,296,87.6,
2019,UHF 42,303,4,East Harlem,236,89.4,
2019,UHF 42,304,4,Upper West Side,513,89.2,
2019,UHF 42,305,4,Upper East Side,657,91.8,
2019,UHF 42,306,4,Chelsea - Clinton,"2,496",92.8,
2019,UHF 42,307,4,Gramercy Park - Murray Hill,"1,301",92.1,
2019,UHF 42,308,4,Greenwich Village - SoHo,"1,135",91.3,
2019,UHF 42,309,4,Union Square - Lower East Side,"1,195",88.3,
2019,UHF 42,310,4,Lower Manhattan,591,92.2,
2019,UHF 42,401,4,Long Island City - Astoria,865,91.5,
2019,UHF 42,402,4,West Queens,"1,104",89.7,
2019,UHF 42,403,4,Flushing - Clearview,742,87.8,
2019,UHF 42,404,4,Bayside - Little Neck,225,93.4,
2019,UHF 42,405,4,Ridgewood - Forest Hills,548,92.6,
2019,UHF 42,406,4,Fresh Meadows,140,91.5,
2019,UHF 42,407,4,Southwest Queens,439,86.1,
2019,UHF 42,408,4,Jamaica,568,92.8,
2019,UHF 42,409,4,Southeast Queens,223,88.5,
2019,UHF 42,410,4,Rockaways,147,92.5,
2019,UHF 42,501,4,Port Richmond,136,88.9,
2019,UHF 42,502,4,Stapleton - St. George,219,91.3,
2019,UHF 42,503,4,Willowbrook,161,91,
2019,UHF 42,504,4,South Beach - Tottenville,306,95,
2018,Citywide,1,0,New York City,"21,853",89.2,
2018,Borough,1,1,Bronx,"1,959",88.7,
2018,Borough,2,1,Brooklyn,"5,396",89,
2018,Borough,3,1,Manhattan,"8,765",89.6,
2018,Borough,4,1,Queens,"4,936",89.3,
2018,Borough,5,1,Staten Island,780,87.9,
2018,UHF 42,101,4,Kingsbridge - Riverdale,144,88.3,
2018,UHF 42,102,4,Northeast Bronx,238,89.5,
2018,UHF 42,103,4,Fordham - Bronx Pk,359,85.5,
2018,UHF 42,104,4,Pelham - Throgs Neck,466,89.6,
2018,UHF 42,105,4,Crotona -Tremont,219,91.3,
2018,UHF 42,106,4,High Bridge - Morrisania,302,91.2,
2018,UHF 42,107,4,Hunts Point - Mott Haven,231,86.2,
2018,UHF 42,201,4,Greenpoint,494,90.3,
2018,UHF 42,202,4,Downtown - Heights - Slope,"1,304",91.6,
2018,UHF 42,203,4,Bedford Stuyvesant - Crown Heights,590,89.7,
2018,UHF 42,204,4,East New York,213,88.8,
2018,UHF 42,205,4,Sunset Park,384,85.3,
2018,UHF 42,206,4,Borough Park,392,85.4,
2018,UHF 42,207,4,East Flatbush - Flatbush,434,85.4,
2018,UHF 42,208,4,Canarsie - Flatlands,270,93.4,
2018,UHF 42,209,4,Bensonhurst - Bay Ridge,416,88.3,
2018,UHF 42,210,4,Coney Island - Sheepshead Bay,466,88.1,
2018,UHF 42,211,4,Williamsburg - Bushwick,433,88.4,
2018,UHF 42,301,4,Washington Heights,395,80.8,
2018,UHF 42,302,4,Central Harlem - Morningside Heights,314,90.5,
2018,UHF 42,303,4,East Harlem,233,84.7,
2018,UHF 42,304,4,Upper West Side,500,87.6,
2018,UHF 42,305,4,Upper East Side,647,88.9,
2018,UHF 42,306,4,Chelsea - Clinton,"2,469",91.5,
2018,UHF 42,307,4,Gramercy Park - Murray Hill,"1,311",91,
2018,UHF 42,308,4,Greenwich Village - SoHo,"1,102",88.6,
2018,UHF 42,309,4,Union Square - Lower East Side,"1,206",88.8,
2018,UHF 42,310,4,Lower Manhattan,588,93,
2018,UHF 42,401,4,Long Island City - Astoria,851,89.9,
2018,UHF 42,402,4,West Queens,"1,096",88.6,
2018,UHF 42,403,4,Flushing - Clearview,741,86.7,
2018,UHF 42,404,4,Bayside - Little Neck,216,93.9,
2018,UHF 42,405,4,Ridgewood - Forest Hills,526,90.5,
2018,UHF 42,406,4,Fresh Meadows,141,91.6,
2018,UHF 42,407,4,Southwest Queens,443,87.4,
2018,UHF 42,408,4,Jamaica,553,91.3,
2018,UHF 42,409,4,Southeast Queens,220,89.1,
2018,UHF 42,410,4,Rockaways,149,91.4,
2018,UHF 42,501,4,Port Richmond,125,83.3,
2018,UHF 42,502,4,Stapleton - St. George,199,84.3,
2018,UHF 42,503,4,Willowbrook,163,92.6,
2018,UHF 42,504,4,South Beach - Tottenville,293,90.2,
2017,Citywide,1,0,New York City,"21,335",90.3,
2017,Borough,1,1,Bronx,"1,964",90.8,
2017,Borough,2,1,Brooklyn,"5,179",90,
2017,Borough,3,1,Manhattan,"8,614",90.5,
2017,Borough,4,1,Queens,"4,817",90.6,
2017,Borough,5,1,Staten Island,744,87.8,
2017,UHF 42,101,4,Kingsbridge - Riverdale,143,88.8,
2017,UHF 42,102,4,Northeast Bronx,235,90.7,
2017,UHF 42,103,4,Fordham - Bronx Pk,369,90.4,
2017,UHF 42,104,4,Pelham - Throgs Neck,484,93.1,
2017,UHF 42,105,4,Crotona -Tremont,203,88.3,
2017,UHF 42,106,4,High Bridge - Morrisania,297,92,
2017,UHF 42,107,4,Hunts Point - Mott Haven,233,88.6,
2017,UHF 42,201,4,Greenpoint,475,91.3,
2017,UHF 42,202,4,Downtown - Heights - Slope,"1,258",92.2,
2017,UHF 42,203,4,Bedford Stuyvesant - Crown Heights,557,90,
2017,UHF 42,204,4,East New York,200,88.1,
2017,UHF 42,205,4,Sunset Park,344,84.1,
2017,UHF 42,206,4,Borough Park,370,85.5,
2017,UHF 42,207,4,East Flatbush - Flatbush,451,90.6,
2017,UHF 42,208,4,Canarsie - Flatlands,254,91,
2017,UHF 42,209,4,Bensonhurst - Bay Ridge,409,91.1,
2017,UHF 42,210,4,Coney Island - Sheepshead Bay,471,91.1,
2017,UHF 42,211,4,Williamsburg - Bushwick,390,88.4,
2017,UHF 42,301,4,Washington Heights,416,87.4,
2017,UHF 42,302,4,Central Harlem - Morningside Heights,291,87.7,
2017,UHF 42,303,4,East Harlem,231,85.2,
2017,UHF 42,304,4,Upper West Side,513,91.8,
2017,UHF 42,305,4,Upper East Side,653,89.8,
2017,UHF 42,306,4,Chelsea - Clinton,"2,394",91.6,
2017,UHF 42,307,4,Gramercy Park - Murray Hill,"1,277",90.2,
2017,UHF 42,308,4,Greenwich Village - SoHo,"1,085",90.3,
2017,UHF 42,309,4,Union Square - Lower East Side,"1,170",90.1,
2017,UHF 42,310,4,Lower Manhattan,584,93.3,
2017,UHF 42,401,4,Long Island City - Astoria,834,92.3,
2017,UHF 42,402,4,West Queens,"1,062",89.2,
2017,UHF 42,403,4,Flushing - Clearview,698,87.9,
2017,UHF 42,404,4,Bayside - Little Neck,214,94.7,
2017,UHF 42,405,4,Ridgewood - Forest Hills,513,90.8,
2017,UHF 42,406,4,Fresh Meadows,125,88.7,
2017,UHF 42,407,4,Southwest Queens,452,90.8,
2017,UHF 42,408,4,Jamaica,551,91.8,
2017,UHF 42,409,4,Southeast Queens,227,91.5,
2017,UHF 42,410,4,Rockaways,141,93.4,
2017,UHF 42,501,4,Port Richmond,119,84.4,
2017,UHF 42,502,4,Stapleton - St. George,191,84.1,
2017,UHF 42,503,4,Willowbrook,153,92.2,
2017,UHF 42,504,4,South Beach - Tottenville,281,89.8,
2016,Citywide,1,0,New York City,"22,081",90.1,
2016,Borough,1,1,Bronx,"1,988",88,
2016,Borough,2,1,Brooklyn,"5,301",89.1,
2016,Borough,3,1,Manhattan,"8,899",90.6,
2016,Borough,4,1,Queens,"5,072",91.1,
2016,Borough,5,1,Staten Island,808,89.9,
2016,UHF 42,101,4,Kingsbridge - Riverdale,151,87.3,
2016,UHF 42,102,4,Northeast Bronx,247,90.5,
2016,UHF 42,103,4,Fordham - Bronx Pk,373,87.1,
2016,UHF 42,104,4,Pelham - Throgs Neck,468,88,
2016,UHF 42,105,4,Crotona -Tremont,218,87.6,
2016,UHF 42,106,4,High Bridge - Morrisania,306,89.5,
2016,UHF 42,107,4,Hunts Point - Mott Haven,225,85.9,
2016,UHF 42,201,4,Greenpoint,514,91.6,
2016,UHF 42,202,4,Downtown - Heights - Slope,"1,251",91.4,
2016,UHF 42,203,4,Bedford Stuyvesant - Crown Heights,579,88.3,
2016,UHF 42,204,4,East New York,204,87.9,
2016,UHF 42,205,4,Sunset Park,346,84.8,
2016,UHF 42,206,4,Borough Park,394,85.8,
2016,UHF 42,207,4,East Flatbush - Flatbush,454,88.2,
2016,UHF 42,208,4,Canarsie - Flatlands,253,89.7,
2016,UHF 42,209,4,Bensonhurst - Bay Ridge,423,89.1,
2016,UHF 42,210,4,Coney Island - Sheepshead Bay,489,89.1,
2016,UHF 42,211,4,Williamsburg - Bushwick,394,88.7,
2016,UHF 42,301,4,Washington Heights,418,85.3,
2016,UHF 42,302,4,Central Harlem - Morningside Heights,285,85.3,
2016,UHF 42,303,4,East Harlem,234,86.3,
2016,UHF 42,304,4,Upper West Side,558,91.3,
2016,UHF 42,305,4,Upper East Side,710,92.9,
2016,UHF 42,306,4,Chelsea - Clinton,"2,439",92.4,
2016,UHF 42,307,4,Gramercy Park - Murray Hill,"1,335",91.1,
2016,UHF 42,308,4,Greenwich Village - SoHo,"1,114",89.1,
2016,UHF 42,309,4,Union Square - Lower East Side,"1,241",89.5,
2016,UHF 42,310,4,Lower Manhattan,565,91.9,
2016,UHF 42,401,4,Long Island City - Astoria,875,93.5,
2016,UHF 42,402,4,West Queens,"1,123",90.3,
2016,UHF 42,403,4,Flushing - Clearview,762,89.1,
