"TimePeriod","GeoTypeDesc","GeoID","GeoRank","Geography","Age-adjusted rate per 10,000","Estimated annual rate per 10,000","Number"
"2010","UHF 42","105","4","Crotona -Tremont","308.0","309.6","4,459"
"2010","UHF 42","106","4","High Bridge - Morrisania","271.0","274.3","4,059"
"2010","UHF 42","107","4","Hunts Point - Mott Haven","307.1","311.0","2,973"
"2010","UHF 42","201","4","Greenpoint","68.2","57.9","600"
"2010","UHF 42","202","4","Downtown - Heights - Slope","93.9","87.0","1,593"
"2010","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","221.9","224.3","5,426"
"2010","UHF 42","204","4","East New York","202.0","208.2","2,796"
"2010","UHF 42","205","4","Sunset Park","85.4","80.9","799"
"2010","UHF 42","206","4","Borough Park","28.9","28.6","693"
"2010","UHF 42","207","4","East Flatbush - Flatbush","129.8","130.0","2,980"
"2010","UHF 42","208","4","Canarsie - Flatlands","97.1","95.3","1,446"
"2010","UHF 42","209","4","Bensonhurst - Bay Ridge","27.5","27.2","470"
"2010","UHF 42","210","4","Coney Island - Sheepshead Bay","51.4","50.2","1,201"
"2010","UHF 42","211","4","Williamsburg - Bushwick","245.8","238.3","3,703"
"2010","UHF 42","301","4","Washington Heights","94.0","94.1","1,893"
"2010","UHF 42","302","4","Central Harlem - Morningside Heights","284.5","284.3","3,698"
"2010","UHF 42","303","4","East Harlem","299.0","299.5","2,579"
"2010","UHF 42","304","4","Upper West Side","59.3","58.9","1,104"
"2010","UHF 42","305","4","Upper East Side","21.9","21.1","397"
"2010","UHF 42","306","4","Chelsea - Clinton","53.7","49.9","681"
"2010","UHF 42","307","4","Gramercy Park - Murray Hill","49.4","42.1","520"
"2010","UHF 42","308","4","Greenwich Village - SoHo","16.7","15.8","117"
"2010","UHF 42","309","4","Union Square - Lower East Side","80.0","76.8","1,332"
"2010","UHF 42","310","4","Lower Manhattan","67.6","57.9","269"
"2010","UHF 42","401","4","Long Island City - Astoria","60.1","56.3","1,018"
"2010","UHF 42","402","4","West Queens","36.4","35.8","1,387"
"2010","UHF 42","403","4","Flushing - Clearview","23.9","24.5","529"
"2010","UHF 42","404","4","Bayside - Little Neck","18.3","18.0","129"
"2010","UHF 42","405","4","Ridgewood - Forest Hills","39.9","39.6","789"
"2010","UHF 42","406","4","Fresh Meadows","43.7","42.9","327"
"2010","UHF 42","407","4","Southwest Queens","69.6","71.0","1,453"
"2010","UHF 42","408","4","Jamaica","106.5","107.3","2,373"
"2010","UHF 42","409","4","Southeast Queens","73.5","71.6","1,093"
"2010","UHF 42","410","4","Rockaways","117.1","115.0","967"
"2010","UHF 42","501","4","Port Richmond","142.7","146.3","738"
"2010","UHF 42","502","4","Stapleton - St. George","113.1","112.2","1,069"
"2010","UHF 42","503","4","Willowbrook","49.2","46.9","315"
"2010","UHF 42","504","4","South Beach - Tottenville","38.6","37.7","556"
"2009","Citywide","1","0","New York City","108.7","109.1","69,944"
"2009","Borough","1","1","Bronx","211.8","214.2","21,556"
"2009","Borough","2","1","Brooklyn","105.8","106.1","20,450"
"2009","Borough","3","1","Manhattan","111.0","107.6","14,493"
"2009","Borough","4","1","Queens","59.6","59.9","10,602"
"2009","Borough","5","1","Staten Island","80.4","79.5","2,843"
"2009","UHF 42","101","4","Kingsbridge - Riverdale","79.4","78.4","573"
"2009","UHF 42","102","4","Northeast Bronx","121.5","120.4","1,759"
"2009","UHF 42","103","4","Fordham - Bronx Pk","191.8","191.5","3,498"
"2009","UHF 42","104","4","Pelham - Throgs Neck","154.2","155.8","3,494"
"2009","UHF 42","105","4","Crotona -Tremont","297.2","300.9","4,285"
"2009","UHF 42","106","4","High Bridge - Morrisania","267.4","271.9","3,919"
"2009","UHF 42","107","4","Hunts Point - Mott Haven","340.8","343.6","3,220"
"2009","UHF 42","201","4","Greenpoint","62.2","55.4","545"
"2009","UHF 42","202","4","Downtown - Heights - Slope","87.5","81.4","1,476"
"2009","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","202.2","204.2","4,877"
"2009","UHF 42","204","4","East New York","190.3","195.9","2,581"
"2009","UHF 42","205","4","Sunset Park","81.2","76.3","743"
"2009","UHF 42","206","4","Borough Park","28.6","28.3","684"
"2009","UHF 42","207","4","East Flatbush - Flatbush","117.8","118.9","2,715"
"2009","UHF 42","208","4","Canarsie - Flatlands","86.4","85.8","1,290"
"2009","UHF 42","209","4","Bensonhurst - Bay Ridge","26.9","26.4","451"
"2009","UHF 42","210","4","Coney Island - Sheepshead Bay","48.3","47.2","1,121"
"2009","UHF 42","211","4","Williamsburg - Bushwick","220.1","216.1","3,290"
"2009","UHF 42","301","4","Washington Heights","100.0","100.0","2,006"
"2009","UHF 42","302","4","Central Harlem - Morningside Heights","310.4","311.2","3,981"
"2009","UHF 42","303","4","East Harlem","376.3","375.4","3,188"
"2009","UHF 42","304","4","Upper West Side","61.2","59.8","1,126"
"2009","UHF 42","305","4","Upper East Side","22.4","20.7","393"
"2009","UHF 42","306","4","Chelsea - Clinton","59.8","56.2","741"
"2009","UHF 42","307","4","Gramercy Park - Murray Hill","45.5","40.6","502"
"2009","UHF 42","308","4","Greenwich Village - SoHo","21.1","19.6","147"
"2009","UHF 42","309","4","Union Square - Lower East Side","91.7","87.6","1,524"
"2009","UHF 42","310","4","Lower Manhattan","54.5","48.3","216"
"2009","UHF 42","401","4","Long Island City - Astoria","58.7","55.2","992"
"2009","UHF 42","402","4","West Queens","40.5","39.8","1,521"
"2009","UHF 42","403","4","Flushing - Clearview","23.4","24.2","516"
"2009","UHF 42","404","4","Bayside - Little Neck","23.2","23.3","166"
"2009","UHF 42","405","4","Ridgewood - Forest Hills","38.3","37.9","751"
"2009","UHF 42","406","4","Fresh Meadows","49.2","48.1","363"
"2009","UHF 42","407","4","Southwest Queens","70.1","71.7","1,454"
"2009","UHF 42","408","4","Jamaica","102.0","102.9","2,247"
"2009","UHF 42","409","4","Southeast Queens","70.5","68.8","1,042"
"2009","UHF 42","410","4","Rockaways","110.4","108.0","893"
"2009","UHF 42","501","4","Port Richmond","160.9","165.2","824"
"2009","UHF 42","502","4","Stapleton - St. George","116.1","115.3","1,090"
"2009","UHF 42","503","4","Willowbrook","47.9","46.7","313"
"2009","UHF 42","504","4","South Beach - Tottenville","36.3","36.6","536"
"2008","Citywide","1","0","New York City","108.5","109.0","69,081"
"2008","Borough","1","1","Bronx","220.3","222.9","22,140"
"2008","Borough","2","1","Brooklyn","105.4","105.7","20,064"
"2008","Borough","3","1","Manhattan","111.3","108.5","14,596"
"2008","Borough","4","1","Queens","55.3","55.5","9,701"
"2008","Borough","5","1","Staten Island","72.8","72.8","2,580"
"2008","UHF 42","101","4","Kingsbridge - Riverdale","80.3","79.3","576"
"2008","UHF 42","102","4","Northeast Bronx","140.7","137.5","1,989"
"2008","UHF 42","103","4","Fordham - Bronx Pk","189.3","190.4","3,439"
"2008","UHF 42","104","4","Pelham - Throgs Neck","155.1","156.8","3,481"
"2008","UHF 42","105","4","Crotona -Tremont","313.7","315.6","4,430"
"2008","UHF 42","106","4","High Bridge - Morrisania","287.5","291.4","4,119"
"2008","UHF 42","107","4","Hunts Point - Mott Haven","349.1","353.1","3,238"
"2008","UHF 42","201","4","Greenpoint","64.9","56.4","543"
"2008","UHF 42","202","4","Downtown - Heights - Slope","100.1","94.6","1,689"
"2008","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","199.8","202.8","4,775"
"2008","UHF 42","204","4","East New York","191.2","197.9","2,556"
"2008","UHF 42","205","4","Sunset Park","78.9","75.7","721"
"2008","UHF 42","206","4","Borough Park","25.5","25.2","598"
"2008","UHF 42","207","4","East Flatbush - Flatbush","114.8","115.7","2,626"
"2008","UHF 42","208","4","Canarsie - Flatlands","79.9","79.5","1,182"
"2008","UHF 42","209","4","Bensonhurst - Bay Ridge","22.2","21.9","367"
"2008","UHF 42","210","4","Coney Island - Sheepshead Bay","46.2","45.0","1,051"
"2008","UHF 42","211","4","Williamsburg - Bushwick","225.5","220.8","3,282"
"2008","UHF 42","301","4","Washington Heights","104.9","104.9","2,117"
"2008","UHF 42","302","4","Central Harlem - Morningside Heights","322.6","321.8","4,079"
"2008","UHF 42","303","4","East Harlem","370.4","371.6","3,145"
"2008","UHF 42","304","4","Upper West Side","66.6","64.9","1,230"
"2008","UHF 42","305","4","Upper East Side","25.5","23.6","451"
"2008","UHF 42","306","4","Chelsea - Clinton","57.6","53.3","698"
"2008","UHF 42","307","4","Gramercy Park - Murray Hill","45.4","40.0","494"
"2008","UHF 42","308","4","Greenwich Village - SoHo","23.5","21.6","163"
"2008","UHF 42","309","4","Union Square - Lower East Side","82.9","79.9","1,389"
"2008","UHF 42","310","4","Lower Manhattan","49.9","45.8","197"
"2008","UHF 42","401","4","Long Island City - Astoria","59.4","56.3","998"
"2008","UHF 42","402","4","West Queens","39.6","39.3","1,479"
"2008","UHF 42","403","4","Flushing - Clearview","26.0","26.3","554"
"2008","UHF 42","404","4","Bayside - Little Neck","17.1","17.3","122"
"2008","UHF 42","405","4","Ridgewood - Forest Hills","39.5","38.7","761"
"2008","UHF 42","406","4","Fresh Meadows","47.7","46.7","348"
"2008","UHF 42","407","4","Southwest Queens","61.9","62.5","1,252"
"2008","UHF 42","408","4","Jamaica","82.7","82.9","1,783"
"2008","UHF 42","409","4","Southeast Queens","63.7","62.4","936"
"2008","UHF 42","410","4","Rockaways","117.3","115.0","932"
"2008","UHF 42","501","4","Port Richmond","149.5","154.8","760"
"2008","UHF 42","502","4","Stapleton - St. George","104.7","104.9","982"
"2008","UHF 42","503","4","Willowbrook","38.9","38.5","257"
"2008","UHF 42","504","4","South Beach - Tottenville","35.2","35.0","507"
"2007","Citywide","1","0","New York City","104.4","105.0","65,905"
"2007","Borough","1","1","Bronx","206.3","208.7","20,513"
"2007","Borough","2","1","Brooklyn","76.4","76.8","14,398"
"2007","Borough","3","1","Manhattan","150.8","148.5","19,862"
"2007","Borough","4","1","Queens","51.3","51.5","8,920"
"2007","Borough","5","1","Staten Island","63.8","63.1","2,212"
"2007","UHF 42","101","4","Kingsbridge - Riverdale","69.7","67.1","485"
"2007","UHF 42","102","4","Northeast Bronx","121.4","119.5","1,717"
"2007","UHF 42","103","4","Fordham - Bronx Pk","183.6","185.3","3,318"
"2007","UHF 42","104","4","Pelham - Throgs Neck","143.4","144.8","3,188"
"2007","UHF 42","105","4","Crotona -Tremont","323.2","329.5","4,576"
"2007","UHF 42","106","4","High Bridge - Morrisania","278.5","286.9","3,990"
"2007","UHF 42","107","4","Hunts Point - Mott Haven","341.1","346.4","3,119"
"2007","UHF 42","201","4","Greenpoint","77.2","69.2","653"
"2007","UHF 42","202","4","Downtown - Heights - Slope","96.5","92.7","1,633"
"2007","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","184.5","186.8","4,347"
"2007","UHF 42","204","4","East New York","169.8","174.8","2,222"
"2007","UHF 42","205","4","Sunset Park","79.3","76.8","719"
"2007","UHF 42","206","4","Borough Park","25.2","24.8","583"
"2007","UHF 42","207","4","East Flatbush - Flatbush","101.0","102.2","2,316"
"2007","UHF 42","208","4","Canarsie - Flatlands","71.1","70.0","1,033"
"2007","UHF 42","209","4","Bensonhurst - Bay Ridge","27.5","27.0","444"
"2007","UHF 42","210","4","Coney Island - Sheepshead Bay","46.9","45.0","1,037"
"2007","UHF 42","211","4","Williamsburg - Bushwick","204.8","205.9","2,998"
"2007","UHF 42","301","4","Washington Heights","102.6","103.2","2,076"
"2007","UHF 42","302","4","Central Harlem - Morningside Heights","305.6","306.7","3,836"
"2007","UHF 42","303","4","East Harlem","335.6","338.0","2,831"
"2007","UHF 42","304","4","Upper West Side","54.6","52.5","996"
"2007","UHF 42","305","4","Upper East Side","22.0","20.2","386"
"2007","UHF 42","306","4","Chelsea - Clinton","49.4","46.2","596"
"2007","UHF 42","307","4","Gramercy Park - Murray Hill","44.4","40.3","494"
"2007","UHF 42","308","4","Greenwich Village - SoHo","20.1","19.0","143"
"2007","UHF 42","309","4","Union Square - Lower East Side","79.9","78.0","1,348"
"2007","UHF 42","310","4","Lower Manhattan","46.8","48.1","197"
"2007","UHF 42","401","4","Long Island City - Astoria","56.3","53.9","946"
"2007","UHF 42","402","4","West Queens","36.4","36.2","1,348"
"2007","UHF 42","403","4","Flushing - Clearview","26.5","26.6","555"
"2007","UHF 42","404","4","Bayside - Little Neck","18.7","18.1","127"
"2007","UHF 42","405","4","Ridgewood - Forest Hills","29.8","29.3","571"
"2007","UHF 42","406","4","Fresh Meadows","43.4","43.3","319"
"2007","UHF 42","407","4","Southwest Queens","55.5","55.7","1,108"
"2007","UHF 42","408","4","Jamaica","74.6","74.9","1,597"
"2007","UHF 42","409","4","Southeast Queens","55.8","54.5","814"
"2007","UHF 42","410","4","Rockaways","91.6","89.5","715"
"2007","UHF 42","501","4","Port Richmond","122.5","126.6","610"
"2007","UHF 42","502","4","Stapleton - St. George","83.2","82.6","764"
"2007","UHF 42","503","4","Willowbrook","36.5","34.8","231"
"2007","UHF 42","504","4","South Beach - Tottenville","35.2","34.9","500"
"2006","Citywide","1","0","New York City","102.7","103.5","64,534"
"2006","Borough","1","1","Bronx","189.4","191.9","18,701"
"2006","Borough","2","1","Brooklyn","75.9","76.3","14,186"
"2006","Borough","3","1","Manhattan","146.3","144.6","19,238"
"2006","Borough","4","1","Queens","58.8","59.0","10,173"
"2006","Borough","5","1","Staten Island","64.7","64.3","2,236"
"2006","UHF 42","101","4","Kingsbridge - Riverdale","57.5","55.0","395"
"2006","UHF 42","102","4","Northeast Bronx","122.2","120.4","1,722"
"2006","UHF 42","103","4","Fordham - Bronx Pk","174.5","176.7","3,142"
"2006","UHF 42","104","4","Pelham - Throgs Neck","129.3","131.0","2,863"
"2006","UHF 42","105","4","Crotona -Tremont","304.2","312.0","4,294"
"2006","UHF 42","106","4","High Bridge - Morrisania","280.8","288.3","3,950"
"2006","UHF 42","107","4","Hunts Point - Mott Haven","319.1","326.5","2,890"
"2006","UHF 42","201","4","Greenpoint","63.0","57.4","533"
"2006","UHF 42","202","4","Downtown - Heights - Slope","100.3","97.1","1,696"
"2006","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","171.0","173.7","4,020"
"2006","UHF 42","204","4","East New York","166.9","173.2","2,180"
"2006","UHF 42","205","4","Sunset Park","81.0","78.0","722"
"2006","UHF 42","206","4","Borough Park","25.5","24.9","579"
"2006","UHF 42","207","4","East Flatbush - Flatbush","102.5","103.5","2,353"
"2006","UHF 42","208","4","Canarsie - Flatlands","78.1","75.7","1,113"
"2006","UHF 42","209","4","Bensonhurst - Bay Ridge","24.7","24.3","394"
"2006","UHF 42","210","4","Coney Island - Sheepshead Bay","47.2","45.5","1,037"
"2006","UHF 42","211","4","Williamsburg - Bushwick","187.5","188.0","2,699"
"2006","UHF 42","301","4","Washington Heights","84.5","85.4","1,724"
"2006","UHF 42","302","4","Central Harlem - Morningside Heights","274.4","277.5","3,439"
"2006","UHF 42","303","4","East Harlem","342.7","342.7","2,857"
"2006","UHF 42","304","4","Upper West Side","53.4","51.7","982"
"2006","UHF 42","305","4","Upper East Side","24.5","22.3","426"
"2006","UHF 42","306","4","Chelsea - Clinton","63.8","59.7","760"
"2006","UHF 42","307","4","Gramercy Park - Murray Hill","46.0","41.9","509"
"2006","UHF 42","308","4","Greenwich Village - SoHo","19.4","18.7","141"
"2006","UHF 42","309","4","Union Square - Lower East Side","78.7","76.7","1,319"
"2006","UHF 42","310","4","Lower Manhattan","49.7","49.0","191"
"2006","UHF 42","401","4","Long Island City - Astoria","61.1","59.1","1,032"
"2006","UHF 42","402","4","West Queens","45.2","45.2","1,672"
"2006","UHF 42","403","4","Flushing - Clearview","24.6","24.7","512"
"2006","UHF 42","404","4","Bayside - Little Neck","17.4","17.9","125"
"2006","UHF 42","405","4","Ridgewood - Forest Hills","33.7","33.0","642"
"2006","UHF 42","406","4","Fresh Meadows","42.4","42.2","308"
"2006","UHF 42","407","4","Southwest Queens","59.1","59.1","1,172"
"2006","UHF 42","408","4","Jamaica","101.5","102.2","2,171"
"2006","UHF 42","409","4","Southeast Queens","60.3","59.3","885"
"2006","UHF 42","410","4","Rockaways","92.8","90.8","718"
"2006","UHF 42","501","4","Port Richmond","134.2","138.9","661"
"2006","UHF 42","502","4","Stapleton - St. George","86.8","86.9","798"
"2006","UHF 42","503","4","Willowbrook","33.9","33.1","219"
"2006","UHF 42","504","4","South Beach - Tottenville","34.6","33.8","481"
"2005","Citywide","1","0","New York City","99.5","100.3","62,425"
"2005","Borough","1","1","Bronx","184.5","187.1","18,188"
"2005","Borough","2","1","Brooklyn","77.4","77.9","14,447"
"2005","Borough","3","1","Manhattan","138.3","137.1","18,146"
"2005","Borough","4","1","Queens","55.3","55.4","9,559"
"2005","Borough","5","1","Staten Island","60.3","60.2","2,085"
"2005","UHF 42","101","4","Kingsbridge - Riverdale","54.1","52.2","376"
"2005","UHF 42","102","4","Northeast Bronx","115.7","112.0","1,604"
"2005","UHF 42","103","4","Fordham - Bronx Pk","151.4","155.4","2,762"
"2005","UHF 42","104","4","Pelham - Throgs Neck","116.2","117.3","2,562"
"2005","UHF 42","105","4","Crotona -Tremont","300.1","306.9","4,213"
"2005","UHF 42","106","4","High Bridge - Morrisania","250.7","257.9","3,504"
"2005","UHF 42","107","4","Hunts Point - Mott Haven","280.0","287.4","2,518"
"2005","UHF 42","201","4","Greenpoint","63.8","59.8","552"
"2005","UHF 42","202","4","Downtown - Heights - Slope","97.4","94.6","1,650"
"2005","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","195.1","197.6","4,561"
"2005","UHF 42","204","4","East New York","166.3","171.4","2,143"
"2005","UHF 42","205","4","Sunset Park","95.6","89.7","826"
"2005","UHF 42","206","4","Borough Park","24.9","24.4","567"
"2005","UHF 42","207","4","East Flatbush - Flatbush","97.5","99.3","2,272"
"2005","UHF 42","208","4","Canarsie - Flatlands","65.2","64.2","945"
"2005","UHF 42","209","4","Bensonhurst - Bay Ridge","25.1","24.8","401"
"2005","UHF 42","210","4","Coney Island - Sheepshead Bay","37.8","35.4","806"
"2005","UHF 42","211","4","Williamsburg - Bushwick","225.3","224.6","3,193"
"2005","UHF 42","301","4","Washington Heights","97.7","98.9","2,001"
"2005","UHF 42","302","4","Central Harlem - Morningside Heights","286.4","290.6","3,556"
"2005","UHF 42","303","4","East Harlem","276.5","278.2","2,304"
"2005","UHF 42","304","4","Upper West Side","70.3","67.9","1,291"
"2005","UHF 42","305","4","Upper East Side","22.1","20.7","397"
"2005","UHF 42","306","4","Chelsea - Clinton","60.6","57.8","725"
"2005","UHF 42","307","4","Gramercy Park - Murray Hill","37.7","34.0","410"
"2005","UHF 42","308","4","Greenwich Village - SoHo","17.6","17.1","129"
"2005","UHF 42","309","4","Union Square - Lower East Side","70.2","68.5","1,172"
"2005","UHF 42","310","4","Lower Manhattan","47.3","45.0","166"
"2005","UHF 42","401","4","Long Island City - Astoria","54.5","53.1","928"
"2005","UHF 42","402","4","West Queens","41.6","41.3","1,530"
"2005","UHF 42","403","4","Flushing - Clearview","21.6","21.1","438"
"2005","UHF 42","404","4","Bayside - Little Neck","16.3","15.2","106"
"2005","UHF 42","405","4","Ridgewood - Forest Hills","43.3","42.9","837"
"2005","UHF 42","406","4","Fresh Meadows","38.3","37.7","275"
"2005","UHF 42","407","4","Southwest Queens","56.5","56.6","1,126"
"2005","UHF 42","408","4","Jamaica","90.8","90.9","1,931"
"2005","UHF 42","409","4","Southeast Queens","52.6","51.4","771"
"2005","UHF 42","410","4","Rockaways","96.9","94.8","746"
"2005","UHF 42","501","4","Port Richmond","117.0","123.3","580"
"2005","UHF 42","502","4","Stapleton - St. George","81.3","81.1","740"
"2005","UHF 42","503","4","Willowbrook","36.4","36.0","238"
"2005","UHF 42","504","4","South Beach - Tottenville","31.9","31.6","448"